Algorithm,Entropy,Hamming_Weight,Repeated,Size_Ratio,Encryption_Time_per_Byte,Decryption_Time_per_Byte
ChaCha20,5.532939914561256,0.50357666015625,1,0.9999999999999023,0.0,0.0
RSA,5.536228847280247,0.4993580005787037,1,1.3499999999998682,0.0002535060048103085,0.0015904195606706972
Blowfish,5.531997849329329,0.4998291015625,1,0.9999999999999023,0.0,0.0
AES-CBC,5.532798078302658,0.49857177734375,1,0.9999999999999023,0.0,0.0
AES-ECB,2.6104862410641863,0.499975624024961,1,1.0015624999999022,0.0,0.0
ChaCha20,5.531189530454864,0.5010009765625,1,0.9999999999999023,0.0,0.0
RSA,5.535079433818128,0.5003074363425926,1,1.3499999999998682,0.0001952284947037506,0.0017157988622782938
Blowfish,5.532211620031061,0.49932861328125,1,0.9999999999999023,9.788200259207722e-05,0.0
AES-CBC,5.543990564902693,0.500582275390625,1,0.9999999999999902,0.0,0.0
AES-ECB,2.77411412942464,0.4453332487111389,1,1.00015624999999,0.0,0.0
ChaCha20,5.543983625403738,0.500426025390625,1,0.9999999999999902,0.0,0.0
RSA,5.544213642787678,0.5009176788613172,1,1.3474999999999868,0.00018428079783916292,0.0016118562780320486
Blowfish,5.543869209600877,0.49943603515625,1,0.9999999999999902,1.0277144610881705e-05,1.0102521628141305e-05
AES-CBC,5.5441046930809,0.49988525390625,1,0.9999999999999902,0.0,0.0
AES-ECB,2.773923453526532,0.5078161615372598,1,1.00015624999999,0.0,0.0
ChaCha20,5.543961853431121,0.49909423828125,1,0.9999999999999902,0.0,9.42498445510855e-06
RSA,5.544396190474053,0.4995995912569573,1,1.3474999999999868,0.00017454149201512166,0.0015496998094022122
Blowfish,5.543889281932801,0.49943359375,1,0.9999999999999902,1.5473924577236023e-05,0.0
AES-CBC,5.543856280473858,0.500064697265625,1,0.9999999999999902,0.0,0.0
AES-ECB,2.687388929821476,0.4374963384627402,1,1.00015624999999,0.0,0.0
ChaCha20,5.543913426717963,0.500272216796875,1,0.9999999999999902,0.0,0.0
RSA,5.544386310574813,0.5002563703038033,1,1.3474999999999868,0.00016678124666213827,0.0015130615793168397
Blowfish,5.544031542968879,0.499813232421875,1,0.9999999999999902,0.0,1.2204982340335726e-05
AES-CBC,5.544203738052463,0.500435791015625,1,0.9999999999999902,0.0,1.0309740900993246e-05
AES-ECB,2.77411412942464,0.5546765153882206,1,1.00015624999999,0.0,0.0
ChaCha20,5.543815121771462,0.500675048828125,1,0.9999999999999902,0.0,0.0
RSA,5.544340108818025,0.5000434833024119,1,1.3474999999999868,0.00020339386537670889,0.0015926896594464623
Blowfish,5.544010035901806,0.499921875,1,0.9999999999999902,9.816139936447047e-06,1.0640360414981737e-05
AES-CBC,5.54378877787186,0.500433349609375,1,0.9999999999999902,9.050127118825824e-06,0.0
AES-ECB,2.5140338685642023,0.5156164564130604,1,1.00015624999999,0.0,0.0
ChaCha20,5.543944255354298,0.4996728515625,1,0.9999999999999902,0.0,0.0
RSA,5.544211824795827,0.5002210401205937,1,1.3474999999999868,0.00020949402824044022,0.0015393598005175439
Blowfish,5.543913483086215,0.499036865234375,1,0.9999999999999902,9.77423042058935e-06,9.771902114152812e-06
AES-CBC,5.544105667938948,0.499530029296875,1,0.9999999999999902,0.0,0.0
AES-ECB,2.774018791475586,0.4453247051241993,1,1.00015624999999,0.0,8.973293006420049e-06
ChaCha20,5.544087453054997,0.49908447265625,1,0.9999999999999902,0.0,0.0
RSA,5.54424087503357,0.5001929571544527,1,1.3474999999999868,0.0001988606527447681,0.0017273006960749457
Blowfish,5.543764568729007,0.5004296875,1,0.9999999999999902,1.2381933629512665e-05,9.259674698114304e-06
AES-CBC,5.543775202252769,0.50014404296875,1,0.9999999999999902,0.0,0.0
AES-ECB,2.60085440611642,0.4687414564130605,1,1.00015624999999,0.0,0.0
ChaCha20,5.544115526949022,0.499090576171875,1,0.9999999999999902,0.0,0.0
RSA,5.544229317888058,0.4988947993970315,1,1.3474999999999868,0.00022805295884608997,0.0019126106053590592
Blowfish,5.544165853917236,0.4987255859375,1,0.9999999999999902,9.753275662660502e-06,9.764917194843197e-06
AES-CBC,5.545056467360846,0.4999114274978637,1,0.9999999999999991,1.672106009209527e-06,1.4633769751526403e-06
AES-ECB,2.686118276053905,0.5312490463402353,1,1.0000152587890616,0.0,1.5190835256362321e-06
ChaCha20,5.545060904004592,0.5000901222229004,1,0.9999999999999991,9.540599421598009e-07,9.94305082713253e-07
RSA,5.545077265897305,0.4997023775819895,1,1.347412109374999,0.0001991681983781744,0.001561049202791763
Blowfish,5.545057478077333,0.4999123811721802,1,0.9999999999999991,8.292317943414666e-06,7.913286026450799e-06
AES-CBC,5.545073025191411,0.4996919631958008,1,0.9999999999999991,9.540599421598009e-07,2.4028850020840743e-06
AES-ECB,2.6861311281993334,0.4921872615850588,1,1.0000152587890616,0.0,1.0390976967755697e-06
ChaCha20,5.545054528581739,0.4995944499969482,1,0.9999999999999991,0.0,1.0281837603542945e-06
RSA,5.545083130216581,0.4998801193887026,1,1.347412109374999,0.0001958057964657199,0.0016322405826940652
Blowfish,5.545052468331855,0.4998261928558349,1,0.9999999999999991,7.632934284629293e-06,8.117240213323378e-06
AES-CBC,5.545054658812375,0.4999388456344604,1,0.9999999999999991,1.0038547770818687e-06,1.5129444363992649e-06
AES-ECB,2.772773203716174,0.5312494039626471,1,1.0000152587890616,0.0,1.4358647604240092e-06
ChaCha20,5.54505204530062,0.4998127222061157,1,0.9999999999999991,0.0,9.583800419932223e-07
RSA,5.545080973721133,0.4997036162008516,1,1.347412109374999,0.0002090785073960431,0.0016627884633635388
Blowfish,5.54503771122865,0.5000758171081543,1,0.9999999999999991,8.602683010394675e-06,9.277073331759303e-06
AES-CBC,5.545049127356858,0.4999061822891235,1,0.9999999999999991,1.081843947758897e-06,1.911757863126693e-06
AES-ECB,2.7727616736238976,0.5078134536597647,1,1.0000152587890616,9.290488378610453e-07,1.0572875908110282e-06
ChaCha20,5.545025537017888,0.5001016855239868,1,0.9999999999999991,9.506493370281524e-07,0.0
RSA,5.545100098432455,0.4999240903583076,1,1.347412109374999,0.00021941559680271875,0.001663236844251513
Blowfish,5.545045061304595,0.5002959966659546,1,0.9999999999999991,8.353936209459782e-06,1.044963937602005e-05
AES-CBC,5.545079852713762,0.5000784397125244,1,0.9999999999999991,1.9049366528633963e-06,9.531504474580279e-07
AES-ECB,2.686116954000751,0.4765633344522941,1,1.0000152587890616,0.0,9.536051948089145e-07
ChaCha20,5.545081401687497,0.4999939203262329,1,0.9999999999999991,9.601990313967681e-07,0.0
RSA,5.545087449108708,0.4998038558559068,1,1.347412109374999,0.00018922992239822612,0.0016523920294275727
Blowfish,5.545033795845185,0.4998476505279541,1,0.9999999999999991,8.589722710894412e-06,8.602683010394675e-06
AES-CBC,5.545033826763605,0.4999651908874511,1,0.9999999999999991,9.458744898438445e-07,1.4319994079414742e-06
AES-ECB,2.7727718816630182,0.4375005960373529,1,1.0000152587890616,0.0,9.556515578879035e-07
ChaCha20,5.545058383322612,0.500091552734375,1,0.9999999999999991,9.513314580544822e-07,0.0
RSA,5.545086802069017,0.4998256201587697,1,1.347412109374999,0.00018766786524793117,0.001620363718757288
Blowfish,5.5450445812471525,0.4999600648880005,1,0.9999999999999991,8.386678018723608e-06,8.80959305504802e-06
AES-CBC,5.545061227806768,0.5001667737960815,1,0.9999999999999991,1.0381882020737967e-06,9.524683264316981e-07
AES-ECB,2.686108068014785,0.4453136920747059,1,1.0000152587890616,0.0,1.9090293790213747e-06
ChaCha20,5.545068678494136,0.4998414516448974,1,0.9999999999999991,9.358700481243423e-07,0.0
RSA,5.545081970456957,0.5000001769455518,1,1.347412109374999,0.00020469519768084846,0.001604378439878927
Blowfish,5.545060449520369,0.4999959468841553,1,0.9999999999999991,7.862126949476071e-06,8.602455636719233e-06
AES-CBC,5.545153548465693,0.5000996351242065,1,0.9999999999999998,3.82487996830605e-06,7.378639566013588e-06
AES-ECB,2.685987397410424,0.4843749284746445,1,1.0000030517578122,6.756636139471084e-07,1.2432792573235927e-06
ChaCha20,5.54515056817012,0.4999503135681152,1,0.9999999999999998,5.912625056225806e-07,4.737557901535182e-07
RSA,5.54515494966329,0.4997487727056532,1,1.3474121093749998,0.0002049324393738061,0.0017164818473247576
Blowfish,5.54515121694835,0.4999932050704956,1,0.9999999999999998,9.052746463567017e-06,8.417600838583892e-06
AES-CBC,5.545154477258894,0.4999982118606567,1,0.9999999999999998,1.4008492144057525e-06,1.4403667591977862e-06
AES-ECB,2.772627653132277,0.4765626192089257,1,1.0000030517578122,5.740275810239836e-07,7.773451216053217e-07
ChaCha20,5.545152922688901,0.50001060962677,1,0.9999999999999998,9.961240721167994e-07,7.792095857439562e-07
RSA,5.545156971993296,0.4998338481269251,1,1.3474121093749998,0.00023290112949325698,0.001712418088573031
Blowfish,5.545153249519615,0.4999486207962036,1,0.9999999999999998,9.36711330723483e-06,9.071391104953362e-06
AES-CBC,5.545153338651538,0.5000097751617432,1,0.9999999999999998,1.4135366654954849e-06,1.4339093468151984e-06
AES-ECB,2.772625304525129,0.5078125476835703,1,1.0000030517578122,7.752532837912439e-07,1.586613507242873e-06
ChaCha20,5.54515026502704,0.5000617265701294,1,0.9999999999999998,8.062215783866121e-07,7.816197467036544e-07
RSA,5.545156155275783,0.4996844529975992,1,1.3474121093749998,0.00021339396880648565,0.0019156937469233526
Blowfish,5.545152724468896,0.4999804258346557,1,0.9999999999999998,8.842425813782027e-06,8.182041710824704e-06
AES-CBC,5.545152215708663,0.5001174688339234,1,0.9999999999999998,1.7444108380004761e-06,2.224669515271671e-06
AES-ECB,2.772630530566561,0.507812333107504,1,1.0000030517578122,7.069502316880969e-07,8.723873179405927e-07
ChaCha20,5.545153593580363,0.5000810861587525,1,0.9999999999999998,5.913534550927578e-07,7.015387382125481e-07
RSA,5.545154436244367,0.4997536033192154,1,1.3474121093749998,0.00019322360458318144,0.0016716874597477724
Blowfish,5.545154930876157,0.5000295639038086,1,0.9999999999999998,8.239248927566221e-06,7.989956429810262e-06
AES-CBC,5.545151885937885,0.4999511241912842,1,0.9999999999999998,1.4587385521735994e-06,1.1684278433676807e-06
AES-ECB,2.6859871329965657,0.5312498807910743,1,1.0000030517578122,4.914454621030017e-07,9.019913704833014e-07
ChaCha20,5.545152803677366,0.5000397682189941,1,0.9999999999999998,5.730271368520333e-07,6.698428478557616e-07
RSA,5.545149427100718,0.4997854181294165,1,1.3474121093749998,0.00018254627320857253,0.0015519134194619253
Blowfish,5.545158075682862,0.5001231908798218,1,0.9999999999999998,8.854340194375253e-06,8.49695425131358e-06
AES-CBC,5.5451528968913735,0.5000731468200683,1,0.9999999999999998,1.3686531019629908e-06,2.0149400370428334e-06
AES-ECB,2.77262242709143,0.4843752145760663,1,1.0000030517578122,5.115452950121835e-07,8.826646080706267e-07
ChaCha20,5.5451494278023485,0.4999075889587402,1,0.9999999999999998,5.721176421502604e-07,8.121787686832248e-07
RSA,5.545156315240665,0.4997593186605363,1,1.3474121093749998,0.00018322798496228643,0.00154306426338735
Blowfish,5.545154323497975,0.4999807834625244,1,0.9999999999999998,9.073573892237617e-06,8.957931640907189e-06
AES-CBC,5.545149297739858,0.5000566720962525,1,0.9999999999999998,1.352054823655635e-06,1.38547875394579e-06
AES-ECB,2.7726302661527003,0.5312498569492891,1,1.0000030517578122,6.356003723340108e-07,9.53878043219447e-07
ChaCha20,5.54515498387435,0.5000821590423584,1,0.9999999999999998,5.051788320997729e-07,5.141373549122362e-07
RSA,5.545152484628092,0.4996334926787008,1,1.3474121093749998,0.00018809464563673825,0.0016325921023963017
Blowfish,5.545154358091124,0.5000254392623902,1,0.9999999999999998,9.531822797725907e-06,8.955248631536959e-06
AES-CBC,5.545163982238862,0.5000388145446777,1,0.9999999999999998,1.6128751667565664e-06,1.7024603948811998e-06
AES-ECB,2.6859646734966938,0.5312501430509292,1,1.0000015258789061,5.909896572120487e-07,8.667939255246892e-07
ChaCha20,5.545162570601571,0.500083041191101,1,0.9999999999999998,6.808249963796696e-07,4.85351847601123e-07
RSA,5.54516612562645,0.4998691286986537,1,1.3473876953124997,0.00019923456875403642,0.0015605568933096945
Blowfish,5.545164535758969,0.4999454617500305,1,0.9999999999999998,8.736014933674593e-06,8.091092240647411e-06
AES-CBC,5.545165197273379,0.5000241279602051,1,0.9999999999999998,1.3127873899065887e-06,1.9049366528633976e-06
AES-ECB,2.599324021158097,0.4218751072881969,1,1.0000015258789061,4.857383828493765e-07,7.83211362431757e-07
ChaCha20,5.545163046166092,0.4999228477478027,1,0.9999999999999998,5.25028553965967e-07,1.0537405614741144e-06
RSA,5.545165584637815,0.4997592789097465,1,1.3473876953124997,0.00017687113995634715,0.0015561231748506539
Blowfish,5.5451663113521805,0.4999126672744751,1,0.9999999999999998,8.677079676999709e-06,7.879384611442218e-06
AES-CBC,5.545163863938861,0.5000540971755981,1,0.9999999999999998,1.7077354641514828e-06,1.6435478755738584e-06
AES-ECB,2.7726106840909512,0.4531250596045538,1,1.0000015258789061,3.847389962174929e-07,9.478753781877456e-07
ChaCha20,5.545164035126989,0.4999470114707947,1,0.9999999999999998,4.848743628826923e-07,5.399897418101317e-07
RSA,5.545166174236671,0.4999418900279041,1,1.3473876953124997,0.00017783258954295889,0.0015460943586731444
Blowfish,5.545166143134615,0.4999217987060547,1,0.9999999999999998,8.512461135978809e-06,8.104893822746815e-06
AES-CBC,5.545165621564543,0.499927020072937,1,0.9999999999999998,1.429589246981777e-06,1.4527131497743537e-06
AES-ECB,2.6859659139052607,0.5078125238418215,1,1.0000015258789061,5.482206688611767e-07,8.102688298095017e-07
ChaCha20,5.545164270756732,0.4999538540840149,1,0.9999999999999998,4.86261342302896e-07,1.3260887499200178e-06
RSA,5.545166275867023,0.4997561469167316,1,1.3473876953124997,0.0001887700591396424,0.0015551583146589108
Blowfish,5.545165323810188,0.5000949621200561,1,0.9999999999999998,8.572760634706354e-06,8.083429747784974e-06
AES-CBC,5.545164508923508,0.5000892519950867,1,0.9999999999999998,1.458852239011321e-06,1.5251998775056563e-06
AES-ECB,2.6859646734965485,0.531250047683643,1,1.0000015258789061,5.428091753856278e-07,7.81801645644009e-07
ChaCha20,5.545165342992009,0.499975323677063,1,0.9999999999999998,6.450136424973606e-07,6.675463737337849e-07
RSA,5.545168497515965,0.4998628824074997,1,1.3473876953124997,0.0001879977162388968,0.0016293761518682002
Blowfish,5.545165551536619,0.499969744682312,1,0.9999999999999998,8.910524229577277e-06,8.026745490496976e-06
AES-CBC,5.54516448269861,0.5000073075294494,1,0.9999999999999998,1.641615199332591e-06,1.3865701475879175e-06
AES-ECB,2.7726093114752546,0.4609376192091076,1,1.0000015258789061,5.05610842083115e-07,1.2474401955842038e-06
ChaCha20,5.54516465157131,0.5001067996025086,1,0.9999999999999998,5.977199180051683e-07,6.750042302883229e-07
RSA,5.545165256936872,0.4997853700040995,1,1.3473876953124997,0.00022092574454291022,0.001651484126341529
Blowfish,5.54516656335251,0.5000690579414367,1,0.9999999999999998,8.616416380391454e-06,8.187930689018684e-06
AES-CBC,5.54516638599147,0.499980616569519,1,0.9999999999999998,1.4804300008108837e-06,1.5557361621176822e-06
AES-ECB,2.685967154313828,0.4453125596045538,1,1.0000015258789061,6.245500117074697e-07,9.968061931431291e-07
ChaCha20,5.545167025964067,0.4999640703201294,1,0.9999999999999998,5.726633389713242e-07,5.2593804866774e-07
RSA,5.5451670795826615,0.4998782769494374,1,1.3473876953124997,0.00019215533484384648,0.001612200867384672
Blowfish,5.545164968112816,0.5000247716903686,1,0.9999999999999998,9.038967618835157e-06,8.570395948481744e-06
